"region","zone","language","residence","sex","population"
"oromiya","west.shewa","tigrigna","urban","m",333
"oromiya","west.shewa","tembarogna","urban","m",0
"oromiya","west.shewa","tsemayigna","urban","m",0
"oromiya","west.shewa","upo","urban","m",0
"oromiya","west.shewa","welaitigna","urban","m",68
"oromiya","west.shewa","wergigna","urban","m",2
"oromiya","west.shewa","yemsagna","urban","m",3
"oromiya","west.shewa","zeysegna","urban","m",6
"oromiya","west.shewa","zlmamigna","urban","m",1
"oromiya","west.shewa","other.ethiopian.languages","urban","m",0
"oromiya","west.shewa","english","urban","m",4
"oromiya","west.shewa","other.foreign.languages","urban","m",27
"oromiya","north.shewa","affarigna","urban","m",6
"oromiya","north.shewa","agew-awinigigna","urban","m",11
"oromiya","north.shewa","agew-kamyrnya","urban","m",12
"oromiya","north.shewa","alabigna","urban","m",11
"oromiya","north.shewa","amarigna","urban","m",23180
"oromiya","north.shewa","anyiwakgna","urban","m",35
"oromiya","north.shewa","argobigna","urban","m",60
"oromiya","north.shewa","arigna","urban","m",2
"oromiya","north.shewa","arborigna","urban","m",2
"oromiya","north.shewa","bachagna","urban","m",0
"oromiya","north.shewa","basketigna","urban","m",0
"oromiya","north.shewa","benchigna","urban","m",1
"oromiya","north.shewa","bertagna","urban","m",2
"oromiya","north.shewa","bodigna","urban","m",0
"oromiya","north.shewa","brayligna","urban","m",2
"oromiya","north.shewa","burjigna","urban","m",1
"oromiya","north.shewa","benagna","urban","m",4
"oromiya","north.shewa","charigna","urban","m",0
"oromiya","north.shewa","dasenechgna","urban","m",0
"oromiya","north.shewa","dawurogna","urban","m",1
"oromiya","north.shewa","debosgna","urban","m",0
"oromiya","north.shewa","derashigna","urban","m",1
"oromiya","north.shewa","dimegna","urban","m",0
"oromiya","north.shewa","dizigna","urban","m",0
"oromiya","north.shewa","dongigna","urban","m",0
"oromiya","north.shewa","demegna","urban","m",0
"oromiya","north.shewa","felashigna","urban","m",1
"oromiya","north.shewa","fedashigna","urban","m",0
"oromiya","north.shewa","gamogna","urban","m",11
"oromiya","north.shewa","gebatogna","urban","m",1
"oromiya","north.shewa","gedeogna","urban","m",49
"oromiya","north.shewa","gedichogna","urban","m",2
"oromiya","north.shewa","gedoligna","urban","m",7
"oromiya","north.shewa","goffigna","urban","m",1
"oromiya","north.shewa","gumuzigna","urban","m",0
"oromiya","north.shewa","guragiegna","urban","m",573
"oromiya","north.shewa","guagugna","urban","m",5
"oromiya","north.shewa","hadiyigna","urban","m",33
"oromiya","north.shewa","hareriegna","urban","m",0
"oromiya","north.shewa","hamerigna","urban","m",1
"oromiya","north.shewa","irobigna","urban","m",2
"oromiya","north.shewa","keffagna","urban","m",3
"oromiya","north.shewa","kembatigna","urban","m",24
"oromiya","north.shewa","kontigna","urban","m",0
"oromiya","north.shewa","komigna","urban","m",0
"oromiya","north.shewa","konsogna","urban","m",1
"oromiya","north.shewa","koregna","urban","m",3
"oromiya","north.shewa","koygogna","urban","m",1
"oromiya","north.shewa","koyrigna","urban","m",4
"oromiya","north.shewa","kunamigna","urban","m",0
"oromiya","north.shewa","karogna","urban","m",0
"oromiya","north.shewa","kusumegna","urban","m",0
"oromiya","north.shewa","maliegna","urban","m",21
"oromiya","north.shewa","maogna","urban","m",19
"oromiya","north.shewa","marekogna","urban","m",10
"oromiya","north.shewa","mashiligna","urban","m",4
"oromiya","north.shewa","merigna","urban","m",3
"oromiya","north.shewa","me-enigna","urban","m",4
"oromiya","north.shewa","messengogna","urban","m",2
"oromiya","north.shewa","mejengerigna","urban","m",0
"oromiya","north.shewa","mossigna","urban","m",4
"oromiya","north.shewa","mursygna","urban","m",0
"oromiya","north.shewa","murlegna","urban","m",1
"oromiya","north.shewa","naogna","urban","m",1
"oromiya","north.shewa","nuwerigna","urban","m",17
"oromiya","north.shewa","nyangatomigna","urban","m",16
"oromiya","north.shewa","oromigna","urban","m",47084
"oromiya","north.shewa","oydigna","urban","m",10
"oromiya","north.shewa","qebenigna","urban","m",3
"oromiya","north.shewa","qechemigna","urban","m",1
"oromiya","north.shewa","qewamigna","urban","m",0
"oromiya","north.shewa","shekacho","urban","m",0
"oromiya","north.shewa","shekogna","urban","m",0
"oromiya","north.shewa","shinashigna","urban","m",2
"oromiya","north.shewa","sidamigna","urban","m",9
"oromiya","north.shewa","shitagna","urban","m",250
"oromiya","north.shewa","somaligna","urban","m",8
"oromiya","north.shewa","surmagna","urban","m",2
"oromiya","north.shewa","shegna","urban","m",0
"oromiya","north.shewa","shetagna","urban","m",0
"oromiya","north.shewa","tigrigna","urban","m",176
"oromiya","north.shewa","tembarogna","urban","m",1
"oromiya","north.shewa","tsemayigna","urban","m",0
"oromiya","north.shewa","upo","urban","m",0
"oromiya","north.shewa","welaitigna","urban","m",43
"oromiya","north.shewa","wergigna","urban","m",4
"oromiya","north.shewa","yemsagna","urban","m",3
"oromiya","north.shewa","zeysegna","urban","m",3
"oromiya","north.shewa","zlmamigna","urban","m",0
"oromiya","north.shewa","other.ethiopian.languages","urban","m",0
"oromiya","north.shewa","english","urban","m",1
"oromiya","north.shewa","other.foreign.languages","urban","m",20
"oromiya","east.shewa","affarigna","urban","m",52
"oromiya","east.shewa","agew-awinigigna","urban","m",34
"oromiya","east.shewa","agew-kamyrnya","urban","m",85
"oromiya","east.shewa","alabigna","urban","m",62
"oromiya","east.shewa","amarigna","urban","m",89047
"oromiya","east.shewa","anyiwakgna","urban","m",146
